# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
18788at1350	Complete	tig00000001	120422	120733	+	172.7	99
18806at1350	Complete	tig00000001	821157	820417	-	448.6	241
18807at1350	Complete	tig00000001	2108891	2109895	+	684.4	334
18809at1350	Complete	tig00000001	1433306	1434673	+	944.4	452
18818at1350	Complete	tig00000001	973689	973913	+	157.6	73
18826at1350	Complete	tig00000001	1392912	1391989	-	558.3	303
18838at1350	Complete	tig00000001	655104	653026	-	1526.6	688
18841at1350	Complete	tig00000001	2385969	2386661	+	370.3	221
18846at1350	Complete	tig00000001	446323	443681	-	1863.9	878
18850at1350	Complete	tig00000001	118439	118912	+	321.5	157
18857at1350	Complete	tig00000001	557213	555384	-	1369.9	608
18866at1350	Complete	tig00000001	1665052	1664699	-	176.0	106
18889at1350	Complete	tig00000001	1159822	1159034	-	479.2	256
18902at1350	Complete	tig00000001	653006	651681	-	946.7	433
18911at1350	Complete	tig00000001	1043709	1042762	-	619.5	313
18931at1350	Complete	tig00000001	539779	538733	-	549.4	335
18949at1350	Complete	tig00000001	987558	986869	-	491.6	228
18950at1350	Complete	tig00000001	1667749	1668354	+	376.4	200
18956at1350	Complete	tig00000001	2236785	2237219	+	219.7	141
18968at1350	Complete	tig00000001	849207	849641	+	242.5	143
18978at1350	Complete	tig00000001	1009753	1008854	-	561.6	295
18980at1350	Complete	tig00000001	723314	724765	+	779.6	481
18983at1350	Complete	tig00000001	329108	328758	-	184.1	112
19000at1350	Complete	tig00000001	841133	843367	+	1580.6	740
19002at1350	Complete	tig00000001	2092957	2093829	+	505.6	282
19005at1350	Complete	tig00000001	441164	441577	+	205.7	130
19015at1350	Complete	tig00000001	494416	493403	-	696.1	336
19021at1350	Complete	tig00000001	1183359	1183090	-	169.2	86
19024at1350	Complete	tig00000001	502400	503410	+	645.9	334
19032at1350	Complete	tig00000001	136225	137391	+	723.1	377
19044at1350	Complete	tig00000001	1478512	1480599	+	1531.8	694
19045at1350	Complete	tig00000001	2620921	2620646	-	158.4	89
19046at1350	Complete	tig00000001	169766	171121	+	982.5	451
19049at1350	Complete	tig00000001	437949	437251	-	396.4	230
19051at1350	Complete	tig00000001	2350306	2351691	+	827.8	458
19071at1350	Complete	tig00000001	2389158	2388946	-	145.4	70
19077at1350	Complete	tig00000001	1483360	1483983	+	454.2	207
19081at1350	Complete	tig00000001	968439	966712	-	1078.2	556
19082at1350	Complete	tig00000001	252272	254881	+	1881.4	867
19097at1350	Complete	tig00000001	1424662	1426608	+	1453.2	647
19106at1350	Complete	tig00000001	1483983	1484273	+	198.2	95
19119at1350	Complete	tig00000001	649979	648579	-	946.4	460
19129at1350	Complete	tig00000001	2681815	2681111	-	462.9	235
19137at1350	Complete	tig00000001	225139	225525	+	218.4	126
19150at1350	Complete	tig00000001	2379963	2380610	+	399.3	211
19162at1350	Complete	tig00000001	976281	977246	+	720.0	319
19176at1350	Complete	tig00000001	2072962	2074233	+	851.9	417
19189at1350	Complete	tig00000001	576326	575412	-	603.1	303
19190at1350	Complete	tig00000001	2125748	2126812	+	712.1	353
19193at1350	Complete	tig00000001	1580368	1581093	+	408.8	231
19194at1350	Complete	tig00000001	2288314	2289381	+	770.8	352
19207at1350	Complete	tig00000001	2547202	2548140	+	648.8	310
19209at1350	Complete	tig00000001	1928466	1928804	+	185.3	109
19216at1350	Complete	tig00000001	559997	558591	-	1019.5	468
19225at1350	Complete	tig00000001	507048	506005	-	763.2	347
19233at1350	Complete	tig00000001	528770	527832	-	553.6	306
19235at1350	Complete	tig00000001	2151224	2154022	+	2031.7	930
19236at1350	Missing
19239at1350	Complete	tig00000001	2311469	2312005	+	286.4	170
19256at1350	Complete	tig00000001	1029666	1029950	+	169.1	87
19270at1350	Complete	tig00000001	1607975	1608325	+	212.6	116
19273at1350	Complete	tig00000001	1761827	1760808	-	647.1	336
19279at1350	Complete	tig00000001	2579417	2579845	+	265.4	137
19295at1350	Complete	tig00000001	1405019	1406290	+	883.3	422
19296at1350	Complete	tig00000001	88569	89558	+	699.9	329
19302at1350	Complete	tig00000001	2047640	2048713	+	727.9	356
19305at1350	Complete	tig00000001	1199990	1199340	-	417.1	216
19312at1350	Complete	tig00000001	613371	612535	-	397.3	273
19321at1350	Complete	tig00000001	1647991	1646906	-	701.9	359
19325at1350	Complete	tig00000001	227740	228108	+	190.6	123
19327at1350	Complete	tig00000001	1419293	1418475	-	565.6	271
19328at1350	Complete	tig00000001	1840615	1841784	+	675.9	388
19329at1350	Complete	tig00000001	2493460	2494497	+	669.7	345
19331at1350	Complete	tig00000001	1587012	1589003	+	1315.8	658
19348at1350	Complete	tig00000001	558429	558154	-	166.9	90
19382at1350	Complete	tig00000001	2495649	2496839	+	842.6	396
19385at1350	Complete	tig00000001	155094	156029	+	666.6	309
19390at1350	Complete	tig00000001	2044912	2045997	+	795.4	361
19394at1350	Complete	tig00000001	1237749	1237303	-	221.8	139
19415at1350	Complete	tig00000001	1218154	1216781	-	915.3	457
19438at1350	Complete	tig00000001	1566692	1564704	-	1146.2	640
19447at1350	Complete	tig00000001	2091724	2092548	+	511.5	268
19461at1350	Complete	tig00000001	498262	496907	-	836.0	442
19463at1350	Complete	tig00000001	1205244	1203886	-	809.5	447
19482at1350	Complete	tig00000001	2528418	2530952	+	1828.2	837
19484at1350	Complete	tig00000001	486170	484857	-	926.7	425
19494at1350	Complete	tig00000001	1412578	1411811	-	535.1	253
19503at1350	Complete	tig00000001	2268527	2269600	+	799.2	357
19541at1350	Complete	tig00000001	1577723	1576983	-	513.0	243
19543at1350	Complete	tig00000001	1583966	1586092	+	1532.8	704
19579at1350	Complete	tig00000001	787741	787055	-	510.7	228
19581at1350	Complete	tig00000001	678807	677497	-	957.3	435
19584at1350	Complete	tig00000001	963420	962560	-	516.3	283
19602at1350	Complete	tig00000001	84381	85343	+	654.1	319
19604at1350	Complete	tig00000001	189856	191892	+	1354.6	670
19619at1350	Complete	tig00000001	1033049	1032174	-	574.6	290
19634at1350	Complete	tig00000001	2086769	2085522	-	859.4	411
19638at1350	Complete	tig00000001	2540168	2540845	+	464.1	223
19661at1350	Complete	tig00000001	902741	901602	-	632.5	371
19664at1350	Complete	tig00000001	580897	579845	-	642.5	343
19688at1350	Complete	tig00000001	1753963	1755219	+	799.5	419
19691at1350	Complete	tig00000001	127860	128801	+	586.5	311
19707at1350	Complete	tig00000001	961661	959826	-	1230.1	611
19710at1350	Complete	tig00000001	2140363	2141325	+	629.9	320
19714at1350	Missing
19718at1350	Complete	tig00000001	2531196	2532179	+	702.6	326
19722at1350	Complete	tig00000001	827945	826566	-	964.9	453
19724at1350	Complete	tig00000001	1176666	1175662	-	693.4	325
19735at1350	Complete	tig00000001	962370	961666	-	503.4	231
19747at1350	Complete	tig00000001	430479	427294	-	2286.3	1059
19755at1350	Complete	tig00000001	2112642	2113325	+	437.4	225
19762at1350	Complete	tig00000001	500567	499920	-	377.7	214
19779at1350	Complete	tig00000001	1242048	1240636	-	958.0	467
19797at1350	Complete	tig00000001	1419898	1419764	-	110.3	44
19800at1350	Complete	tig00000001	2583890	2586082	+	1379.7	728
19810at1350	Complete	tig00000001	833592	833152	-	291.7	146
19812at1350	Complete	tig00000001	1413303	1412590	-	437.6	236
19814at1350	Complete	tig00000001	2337415	2339094	+	1166.9	559
19820at1350	Complete	tig00000001	89570	91054	+	955.3	492
19824at1350	Complete	tig00000001	958512	957643	-	404.0	277
19837at1350	Complete	tig00000001	1611723	1614428	+	1598.8	899
19865at1350	Complete	tig00000001	2507312	2508067	+	386.3	241
19866at1350	Complete	tig00000001	699901	698792	-	812.3	366
19871at1350	Complete	tig00000001	1215542	1214973	-	294.9	181
19896at1350	Complete	tig00000001	672301	671093	-	695.8	398
19915at1350	Complete	tig00000001	2515864	2517270	+	1046.7	465
19918at1350	Complete	tig00000001	14369	14854	+	278.7	158
19922at1350	Complete	tig00000001	1206182	1205244	-	612.8	312
19923at1350	Complete	tig00000001	2511215	2511934	+	445.8	238
19935at1350	Complete	tig00000001	2238808	2239161	+	140.9	111
19936at1350	Complete	tig00000001	2536756	2537676	+	648.5	306
19941at1350	Complete	tig00000001	2025985	2026458	+	251.2	147
19946at1350	Complete	tig00000001	1515914	1516915	+	669.2	330
19953at1350	Complete	tig00000001	1929190	1930233	+	649.0	343
19956at1350	Complete	tig00000001	1410713	1409613	-	811.6	366
19967at1350	Complete	tig00000001	1615024	1616847	+	1292.3	607
19995at1350	Complete	tig00000001	1928108	1928464	+	200.5	116
20004at1350	Complete	tig00000001	2085497	2084313	-	671.4	361
20005at1350	Complete	tig00000001	426469	425537	-	636.4	303
20009at1350	Complete	tig00000001	1004345	1001757	-	1609.0	840
20011at1350	Complete	tig00000001	1240251	1239391	-	495.9	248
20024at1350	Complete	tig00000001	1125427	1126932	+	832.4	484
20048at1350	Complete	tig00000001	1529470	1530279	+	467.3	269
20050at1350	Complete	tig00000001	1848555	1847368	-	721.5	384
20058at1350	Missing
20067at1350	Complete	tig00000001	192303	193775	+	1042.5	488
20076at1350	Complete	tig00000001	820200	819049	-	593.8	369
20090at1350	Complete	tig00000001	2121381	2121872	+	288.2	162
20097at1350	Complete	tig00000001	637211	636285	-	608.6	308
20108at1350	Complete	tig00000001	2238680	2237658	-	632.8	338
20112at1350	Complete	tig00000001	2474615	2474926	+	177.5	102
20117at1350	Complete	tig00000001	2355688	2356272	+	408.1	193
20118at1350	Complete	tig00000001	2124818	2125192	+	241.7	123
20126at1350	Complete	tig00000001	2297537	2298490	+	610.5	310
20132at1350	Complete	tig00000001	1559266	1561911	+	1696.8	846
20133at1350	Complete	tig00000001	1531475	1533742	+	1383.1	751
20155at1350	Complete	tig00000001	1832810	1834069	+	614.9	419
20182at1350	Complete	tig00000001	1621632	1620991	-	404.0	211
20197at1350	Complete	tig00000001	16178	14925	-	756.7	412
20201at1350	Duplicated	tig00000001	1796821	1797861	+	511.0	344
20201at1350	Duplicated	tig00000001	1849593	1848562	-	509.5	344
20202at1350	Complete	tig00000001	2281565	2282206	+	395.7	213
20211at1350	Complete	tig00000001	2512293	2512817	+	292.3	173
20214at1350	Complete	tig00000001	1907359	1908333	+	645.6	316
20217at1350	Complete	tig00000001	953288	951663	-	1177.0	541
20235at1350	Complete	tig00000001	1376290	1377258	+	487.4	310
20251at1350	Complete	tig00000001	2011074	2010628	-	265.8	146
20259at1350	Complete	tig00000001	1238780	1238202	-	201.0	171
20279at1350	Complete	tig00000001	208678	209844	+	750.2	386
20285at1350	Complete	tig00000001	2216656	2217480	+	558.5	274
20286at1350	Complete	tig00000001	2412257	2410323	-	1278.1	638
20300at1350	Complete	tig00000001	692002	691205	-	400.8	241
20307at1350	Complete	tig00000001	368898	369746	+	543.6	281
20313at1350	Complete	tig00000001	2146553	2147794	+	872.7	412
20319at1350	Complete	tig00000001	1232113	1231535	-	391.1	192
20320at1350	Complete	tig00000001	506000	503580	-	1546.4	805
20327at1350	Complete	tig00000001	496906	496388	-	299.1	170
20329at1350	Complete	tig00000001	207612	208676	+	600.2	351
20337at1350	Complete	tig00000001	2412483	2413139	+	451.7	210
20338at1350	Complete	tig00000001	1386246	1387349	+	640.6	340
20356at1350	Complete	tig00000001	1837170	1838171	+	496.0	344
20391at1350	Complete	tig00000001	1395625	1393133	-	1647.4	824
20403at1350	Complete	tig00000001	701766	699925	-	1046.5	611
20407at1350	Complete	tig00000001	1104574	1105431	+	517.8	283
20411at1350	Complete	tig00000001	2514939	2515841	+	629.2	300
20420at1350	Complete	tig00000001	657759	656899	-	558.0	281
20432at1350	Complete	tig00000001	2391278	2393038	+	1215.2	586
20439at1350	Complete	tig00000001	533700	534533	+	530.9	275
20440at1350	Complete	tig00000001	2491923	2493257	+	753.3	436
20452at1350	Complete	tig00000001	672745	672413	-	214.5	108
20454at1350	Complete	tig00000001	1919360	1921330	+	1295.0	655
20457at1350	Complete	tig00000001	2397123	2398352	+	761.7	403
20467at1350	Complete	tig00000001	969625	968432	-	818.0	396
20474at1350	Complete	tig00000001	1581086	1581928	+	491.3	274
20481at1350	Complete	tig00000001	1044210	1043722	-	234.6	155
20485at1350	Complete	tig00000001	2239173	2240339	+	700.1	378
20489at1350	Complete	tig00000001	1426628	1429099	+	1771.1	817
20492at1350	Complete	tig00000001	1908522	1909658	+	712.2	378
20505at1350	Complete	tig00000001	1031908	1030025	-	1110.7	604
20514at1350	Complete	tig00000001	2524565	2523921	-	381.7	210
20534at1350	Complete	tig00000001	139376	141205	+	1357.2	611
20538at1350	Complete	tig00000001	2145205	2146530	+	883.8	433
20540at1350	Complete	tig00000001	2166173	2167354	+	510.6	365
20547at1350	Complete	tig00000001	2046009	2046815	+	557.2	267
20553at1350	Complete	tig00000001	563762	562653	-	800.9	368
20580at1350	Complete	tig00000001	2282878	2283693	+	429.7	251
20581at1350	Complete	tig00000001	579848	579270	-	315.5	187
20593at1350	Complete	tig00000001	831796	830879	-	554.1	305
20594at1350	Complete	tig00000001	2518502	2519803	+	905.2	429
20595at1350	Complete	tig00000001	599782	599165	-	353.6	192
20604at1350	Complete	tig00000001	2148502	2149101	+	200.8	152
20605at1350	Complete	tig00000001	2687910	2688431	+	313.9	171
20611at1350	Complete	tig00000001	2478105	2478740	+	401.0	208
20613at1350	Complete	tig00000001	167689	168576	+	584.4	293
20629at1350	Complete	tig00000001	1410913	1410722	-	141.4	61
20657at1350	Complete	tig00000001	441085	440654	-	153.2	125
20658at1350	Complete	tig00000001	1922488	1921541	-	603.1	308
20662at1350	Complete	tig00000001	2147811	2148488	+	397.3	224
20664at1350	Complete	tig00000001	1564059	1564619	+	291.4	183
20676at1350	Complete	tig00000001	2586969	2587868	+	640.7	299
20683at1350	Complete	tig00000001	2021903	2022466	+	316.9	186
20691at1350	Complete	tig00000001	661457	660744	-	363.8	206
20701at1350	Complete	tig00000001	2142726	2143814	+	666.0	360
20704at1350	Complete	tig00000001	993043	992873	-	124.4	56
20707at1350	Complete	tig00000001	847819	846443	-	951.3	458
20714at1350	Complete	tig00000001	1620994	1620077	-	597.7	305
20724at1350	Complete	tig00000001	1411824	1410934	-	595.5	295
20725at1350	Complete	tig00000001	248385	249617	+	853.7	409
20747at1350	Complete	tig00000001	589948	589460	-	315.9	160
20752at1350	Complete	tig00000001	477427	478050	+	415.8	206
20791at1350	Complete	tig00000001	2092541	2092888	+	201.1	110
20795at1350	Complete	tig00000001	507698	507357	-	179.4	104
20805at1350	Complete	tig00000001	432845	431565	-	874.6	426
20830at1350	Complete	tig00000001	1423246	1423554	+	156.5	78
20845at1350	Complete	tig00000001	1442997	1443815	+	562.2	271
20853at1350	Complete	tig00000001	2548155	2548985	+	510.6	273
20855at1350	Complete	tig00000001	141356	142522	+	823.4	391
20856at1350	Complete	tig00000001	988427	989095	+	438.9	221
20857at1350	Complete	tig00000001	676744	675698	-	473.3	341
20885at1350	Complete	tig00000001	1600776	1601243	+	240.8	145
20892at1350	Complete	tig00000001	1198546	1197692	-	533.7	284
20917at1350	Complete	tig00000001	992772	992227	-	375.2	175
20918at1350	Complete	tig00000001	545745	545254	-	278.3	162
20938at1350	Complete	tig00000001	584566	582344	-	1503.5	737
20943at1350	Complete	tig00000001	1579328	1577736	-	1020.9	520
20952at1350	Complete	tig00000001	1044847	1044176	-	383.0	206
20994at1350	Complete	tig00000001	85361	85756	+	232.1	127
21004at1350	Complete	tig00000001	868724	868245	-	323.0	157
21018at1350	Complete	tig00000001	182168	182920	+	426.1	247
21032at1350	Complete	tig00000001	109718	110518	+	491.9	264
21036at1350	Complete	tig00000001	2646917	2649103	+	1227.2	726
21037at1350	Complete	tig00000001	1534282	1533830	-	229.2	146
21046at1350	Complete	tig00000001	988084	987662	-	305.0	140
21057at1350	Complete	tig00000001	2121975	2122964	+	677.7	328
21088at1350	Complete	tig00000001	82888	83430	+	255.1	175
21090at1350	Complete	tig00000001	2247806	2248831	+	517.1	322
21095at1350	Complete	tig00000001	2041808	2041176	-	359.2	203
21113at1350	Complete	tig00000001	986459	985956	-	335.8	164
21115at1350	Complete	tig00000001	2090407	2090736	+	224.9	109
21117at1350	Complete	tig00000001	1381509	1380523	-	601.6	327
21129at1350	Complete	tig00000001	511489	507767	-	2057.0	1229
21133at1350	Complete	tig00000001	176639	177928	+	865.7	426
21134at1350	Complete	tig00000001	2628032	2629150	+	672.4	364
21142at1350	Complete	tig00000001	2141339	2142700	+	857.6	452
21143at1350	Complete	tig00000001	2358060	2358422	+	185.0	120
21149at1350	Complete	tig00000001	435086	433803	-	821.5	422
21158at1350	Complete	tig00000001	1487470	1487838	+	267.1	122
21159at1350	Complete	tig00000001	1497547	1498416	+	582.5	283
21206at1350	Complete	tig00000001	137625	138668	+	656.9	345
21252at1350	Complete	tig00000001	1236531	1235263	-	731.3	419
21260at1350	Complete	tig00000001	2542978	2544546	+	815.3	488
21264at1350	Complete	tig00000001	1104363	1102192	-	1381.0	719
21277at1350	Complete	tig00000001	7078	8526	+	871.0	475
21280at1350	Complete	tig00000001	1229945	1228896	-	747.8	345
21294at1350	Fragmented	tig00000001	821421	821161	-	165.7	86
21298at1350	Complete	tig00000001	2389551	2391281	+	1199.7	575
21313at1350	Complete	tig00000001	870035	868860	-	650.7	360
21319at1350	Complete	tig00000001	693812	693345	-	306.5	150
21337at1350	Complete	tig00000001	2580210	2580656	+	281.5	147
21343at1350	Complete	tig00000001	1390596	1389250	-	893.7	448
21364at1350	Complete	tig00000001	2308653	2309282	+	363.7	199
21380at1350	Complete	tig00000001	2315526	2313811	-	1070.6	571
21389at1350	Complete	tig00000001	1470792	1471748	+	617.1	316
21401at1350	Complete	tig00000001	789704	789525	-	144.6	57
21402at1350	Complete	tig00000001	1177554	1176667	-	579.6	293
21411at1350	Complete	tig00000001	2459772	2462132	+	1575.7	782
21416at1350	Complete	tig00000001	787058	785553	-	961.0	486
21434at1350	Complete	tig00000001	1594656	1595351	+	362.7	224
21465at1350	Complete	tig00000001	1012057	1012734	+	316.2	205
21467at1350	Complete	tig00000001	459201	458782	-	220.6	128
21472at1350	Complete	tig00000001	836123	835236	-	559.8	289
21482at1350	Complete	tig00000001	126933	127856	+	557.2	305
21484at1350	Complete	tig00000001	241506	241997	+	330.9	155
21499at1350	Complete	tig00000001	1430222	1430458	+	179.2	78
21521at1350	Complete	tig00000001	1566915	1567628	+	403.4	237
21529at1350	Complete	tig00000001	1209647	1209342	-	187.1	99
21546at1350	Complete	tig00000001	867349	866282	-	627.7	354
21562at1350	Complete	tig00000001	108157	108714	+	365.4	184
21564at1350	Complete	tig00000001	989108	989980	+	585.4	289
21565at1350	Complete	tig00000001	2472549	2473019	+	302.5	155
21566at1350	Complete	tig00000001	1935272	1935742	+	290.3	153
21594at1350	Complete	tig00000001	416333	415452	-	551.7	292
21605at1350	Complete	tig00000001	2263489	2262089	-	904.0	459
21606at1350	Complete	tig00000001	2582895	2583866	+	644.2	320
21610at1350	Complete	tig00000001	472590	471664	-	577.2	307
21611at1350	Complete	tig00000001	2395463	2396200	+	381.1	239
21614at1350	Complete	tig00000001	586222	585494	-	400.3	233
21639at1350	Complete	tig00000001	645316	643271	-	1473.6	678
21643at1350	Complete	tig00000001	2116964	2117272	+	214.8	102
21660at1350	Complete	tig00000001	356749	357261	+	226.4	165
21685at1350	Complete	tig00000001	1432580	1433032	+	291.9	149
21692at1350	Complete	tig00000001	120746	123052	+	1473.7	696
21707at1350	Complete	tig00000001	2127476	2127925	+	273.8	147
21717at1350	Complete	tig00000001	2375136	2376857	+	1070.7	571
21720at1350	Complete	tig00000001	1027998	1026877	-	628.6	372
21748at1350	Complete	tig00000001	1835737	1836453	+	274.5	247
21762at1350	Complete	tig00000001	1834056	1834856	+	276.6	280
21784at1350	Complete	tig00000001	2086984	2088729	+	1030.0	585
21796at1350	Complete	tig00000001	2269593	2270432	+	486.3	275
21800at1350	Complete	tig00000001	2117299	2117643	+	205.5	112
21803at1350	Complete	tig00000001	2620086	2619136	-	581.6	308
21805at1350	Complete	tig00000001	823089	822778	-	194.8	101
21811at1350	Complete	tig00000001	1581931	1582452	+	278.0	169
21833at1350	Complete	tig00000001	1052631	1051624	-	588.2	332
21837at1350	Complete	tig00000001	2588011	2588823	+	481.0	255
21864at1350	Complete	tig00000001	1606334	1607845	+	1047.1	518
21884at1350	Complete	tig00000001	2414698	2415534	+	523.4	276
21907at1350	Complete	tig00000001	2357606	2357986	+	229.6	125
21919at1350	Complete	tig00000001	1008836	1007475	-	937.5	453
21922at1350	Complete	tig00000001	1648981	1648004	-	592.0	322
21923at1350	Complete	tig00000001	591671	590364	-	833.1	424
21927at1350	Complete	tig00000001	1235270	1233984	-	809.5	426
21939at1350	Complete	tig00000001	2484227	2484670	+	236.6	140
21963at1350	Complete	tig00000001	2123821	2124735	+	651.2	302
21966at1350	Complete	tig00000001	12394	13572	+	670.6	385
21968at1350	Complete	tig00000001	861020	861967	+	484.3	312
21972at1350	Complete	tig00000001	2537676	2538560	+	628.2	294
21977at1350	Complete	tig00000001	1530291	1531289	+	670.1	329
22018at1350	Complete	tig00000001	138762	139325	+	314.1	187
22027at1350	Complete	tig00000001	182917	183831	+	580.4	303
22035at1350	Complete	tig00000001	2634157	2635347	+	759.1	395
22037at1350	Complete	tig00000001	2522157	2522393	+	121.2	75
22060at1350	Complete	tig00000001	28874	28278	-	367.8	197
22065at1350	Complete	tig00000001	417379	416330	-	538.9	323
22069at1350	Complete	tig00000001	1183023	1182598	-	209.7	142
22092at1350	Complete	tig00000001	2465530	2466792	+	697.5	415
22097at1350	Complete	tig00000001	1179882	1177771	-	1495.2	690
22102at1350	Missing
22107at1350	Complete	tig00000001	342347	344113	+	1058.6	585
22117at1350	Fragmented	tig00000001	145704	144202	-	946.7	500
22122at1350	Complete	tig00000001	210965	212260	+	740.3	420
22126at1350	Complete	tig00000001	482934	482146	-	487.0	262
22146at1350	Missing
22154at1350	Complete	tig00000001	2672570	2673460	+	545.1	288
22158at1350	Complete	tig00000001	2343443	2344150	+	442.0	226
22162at1350	Complete	tig00000001	1193360	1192854	-	289.5	163
22167at1350	Complete	tig00000001	1486933	1487121	+	145.9	62
22172at1350	Complete	tig00000001	2285637	2288084	+	1502.7	799
22180at1350	Complete	tig00000001	1153929	1154495	+	313.8	182
22192at1350	Complete	tig00000001	519700	519218	-	219.4	153
22208at1350	Complete	tig00000001	1042761	1041997	-	416.5	245
22223at1350	Complete	tig00000001	1403517	1404725	+	779.6	388
22246at1350	Complete	tig00000001	2545163	2545513	+	185.6	116
22247at1350	Complete	tig00000001	1061409	1060198	-	604.8	401
22249at1350	Complete	tig00000001	1245690	1244533	-	762.2	379
22264at1350	Complete	tig00000001	1838168	1839529	+	578.1	449
22277at1350	Complete	tig00000001	1203136	1201067	-	1112.6	665
22281at1350	Complete	tig00000001	2353179	2353838	+	341.7	208
22289at1350	Complete	tig00000001	1005024	1004365	-	365.8	216
22293at1350	Complete	tig00000001	1220466	1219642	-	528.5	273
22294at1350	Complete	tig00000001	455395	454712	-	317.3	209
22307at1350	Complete	tig00000001	1653686	1654045	+	243.2	112
22308at1350	Complete	tig00000001	2394845	2395372	+	298.4	170
22312at1350	Complete	tig00000001	1926915	1928102	+	757.4	387
22319at1350	Complete	tig00000001	694786	693923	-	545.3	286
22327at1350	Missing
22336at1350	Complete	tig00000001	2372413	2371445	-	569.5	321
22339at1350	Complete	tig00000001	577722	576448	-	709.9	412
22346at1350	Complete	tig00000001	1236783	1237244	+	225.2	137
22360at1350	Complete	tig00000001	680218	678989	-	785.4	403
22374at1350	Complete	tig00000001	2090750	2091688	+	527.9	305
22386at1350	Complete	tig00000001	545264	544221	-	610.4	347
22393at1350	Complete	tig00000001	2478770	2480125	+	775.6	443
22417at1350	Complete	tig00000001	1462246	1462851	+	389.0	199
22419at1350	Complete	tig00000001	828873	828397	-	213.1	143
22460at1350	Complete	tig00000001	2470527	2472530	+	1075.7	658
22463at1350	Complete	tig00000001	1184965	1183370	-	881.8	526
22484at1350	Complete	tig00000001	2118356	2121190	+	1682.8	942
22486at1350	Complete	tig00000001	837435	836212	-	779.9	406
22490at1350	Complete	tig00000001	995181	996146	+	514.3	318
22496at1350	Complete	tig00000001	532155	532781	+	389.4	205
22498at1350	Complete	tig00000001	2158706	2159983	+	603.0	390
22500at1350	Complete	tig00000001	807510	805357	-	1141.7	675
22501at1350	Complete	tig00000001	852313	851603	-	359.9	234
22524at1350	Complete	tig00000001	1568321	1568923	+	361.7	199
22533at1350	Complete	tig00000001	2088749	2089063	+	176.0	102
22537at1350	Complete	tig00000001	852420	853802	+	890.8	457
22570at1350	Complete	tig00000001	2341953	2342915	+	598.0	313
22585at1350	Complete	tig00000001	1102124	1101783	-	194.3	112
22599at1350	Complete	tig00000001	225738	227129	+	911.7	462
22616at1350	Complete	tig00000001	1595434	1596063	+	449.6	209
22624at1350	Complete	tig00000001	2557235	2554890	-	1361.0	760
22625at1350	Complete	tig00000001	601343	602290	+	582.0	315
22626at1350	Complete	tig00000001	1419646	1419290	-	195.1	111
22630at1350	Complete	tig00000001	675696	674437	-	684.2	414
22641at1350	Complete	tig00000001	2473040	2473624	+	248.4	193
22661at1350	Complete	tig00000001	2128022	2128876	+	543.4	278
22666at1350	Complete	tig00000001	822134	821541	-	367.6	191
22672at1350	Complete	tig00000001	91078	92058	+	542.1	327
22675at1350	Complete	tig00000001	442763	441615	-	597.0	366
22684at1350	Complete	tig00000001	2590126	2592201	+	1324.4	689
22686at1350	Complete	tig00000001	2621029	2621793	+	417.8	251
22729at1350	Complete	tig00000001	546302	545742	-	327.1	183
22746at1350	Complete	tig00000001	825703	824918	-	501.6	261
22758at1350	Complete	tig00000001	630996	630256	-	271.9	254
22782at1350	Complete	tig00000001	459894	460541	+	374.2	201
22783at1350	Complete	tig00000001	2130219	2130443	+	130.3	72
22784at1350	Complete	tig00000001	2043109	2042372	-	345.5	248
22790at1350	Complete	tig00000001	1525880	1529461	+	1996.2	1187
22804at1350	Complete	tig00000001	168573	169742	+	482.9	361
22805at1350	Fragmented	tig00000001	243611	244318	+	450.1	234
22811at1350	Complete	tig00000001	2626133	2624934	-	627.5	390
22842at1350	Complete	tig00000001	1430601	1432574	+	1078.2	635
22849at1350	Complete	tig00000001	2130445	2131335	+	462.4	290
22872at1350	Complete	tig00000001	209861	210952	+	578.3	354
22873at1350	Complete	tig00000001	477280	477029	-	156.6	80
22890at1350	Complete	tig00000001	963976	963407	-	301.1	176
22914at1350	Complete	tig00000001	2132736	2134418	+	988.2	555
22927at1350	Complete	tig00000001	1247914	1248720	+	498.6	265
22943at1350	Complete	tig00000001	2649123	2651294	+	1258.8	656
22945at1350	Complete	tig00000001	494581	495501	+	525.1	294
22946at1350	Complete	tig00000001	1006663	1005797	-	495.6	280
22949at1350	Complete	tig00000001	2313808	2312045	-	1081.8	578
22956at1350	Complete	tig00000001	979496	978783	-	420.6	233
22965at1350	Complete	tig00000001	1629618	1629998	+	168.9	96
22966at1350	Complete	tig00000001	1211945	1211055	-	426.3	293
22970at1350	Complete	tig00000001	212253	212762	+	212.3	165
22979at1350	Complete	tig00000001	1161377	1159905	-	848.3	483
22986at1350	Complete	tig00000001	1069172	1067952	-	574.2	401
22992at1350	Complete	tig00000001	663488	664141	+	372.4	217
23009at1350	Complete	tig00000001	2349474	2349989	+	309.6	161
23014at1350	Complete	tig00000001	2137743	2138144	+	151.5	110
23030at1350	Missing
23033at1350	Complete	tig00000001	2633633	2634136	+	254.4	165
23045at1350	Complete	tig00000001	1056496	1055567	-	456.4	303
23058at1350	Complete	tig00000001	1228485	1226929	-	1082.6	516
23087at1350	Complete	tig00000001	351961	353412	+	812.3	478
