# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
22246at81852	Complete	tig00000001	2545163	2545513	+	170.7	116
22277at81852	Complete	tig00000001	1203136	1201067	-	1016.5	676
22281at81852	Complete	tig00000001	2353179	2353838	+	289.7	205
22319at81852	Complete	tig00000001	694786	693923	-	497.4	282
22346at81852	Complete	tig00000001	1236783	1237244	+	210.3	139
22360at81852	Complete	tig00000001	680218	678989	-	727.3	399
22386at81852	Complete	tig00000001	545264	544221	-	533.1	347
22417at81852	Complete	tig00000001	1462246	1462851	+	352.4	197
22419at81852	Complete	tig00000001	828873	828397	-	211.6	166
22463at81852	Complete	tig00000001	1184965	1183370	-	721.7	516
22498at81852	Complete	tig00000001	2158706	2159983	+	543.1	374
22501at81852	Complete	tig00000001	852313	851603	-	311.9	234
22524at81852	Complete	tig00000001	1568321	1568923	+	323.3	194
22533at81852	Complete	tig00000001	2088749	2089063	+	170.9	103
22570at81852	Complete	tig00000001	2341953	2342915	+	547.4	313
22624at81852	Complete	tig00000001	2557235	2554890	-	1195.3	751
22626at81852	Complete	tig00000001	1419646	1419290	-	177.3	110
22630at81852	Complete	tig00000001	675696	674437	-	586.2	413
22661at81852	Complete	tig00000001	2128022	2128876	+	493.5	278
22666at81852	Complete	tig00000001	822134	821541	-	334.6	192
22684at81852	Complete	tig00000001	2590126	2592201	+	1196.4	689
22746at81852	Complete	tig00000001	825703	824918	-	468.2	261
22758at81852	Complete	tig00000001	630996	630256	-	199.2	239
22782at81852	Complete	tig00000001	459894	460541	+	343.1	197
22804at81852	Complete	tig00000001	168573	169742	+	377.5	356
22805at81852	Fragmented	tig00000001	243611	244318	+	418.0	234
22873at81852	Complete	tig00000001	477280	477029	-	144.4	79
22914at81852	Complete	tig00000001	2132736	2134418	+	883.2	554
22970at81852	Complete	tig00000001	212253	212762	+	207.2	164
23003at81852	Complete	tig00000001	7078	8526	+	781.5	481
23009at81852	Complete	tig00000001	2349474	2349989	+	285.8	161
23045at81852	Complete	tig00000001	1056496	1055567	-	418.3	300
23091at81852	Complete	tig00000001	1011365	1011940	+	239.3	189
23109at81852	Complete	tig00000001	558139	557381	-	370.5	248
23113at81852	Complete	tig00000001	1209089	1206681	-	1417.4	792
23162at81852	Complete	tig00000001	538390	538644	+	146.7	82
23178at81852	Complete	tig00000001	2458615	2459052	+	196.8	141
23202at81852	Complete	tig00000001	2023923	2023054	-	470.9	289
23212at81852	Missing
23225at81852	Complete	tig00000001	1182552	1182082	-	246.0	149
23256at81852	Complete	tig00000001	2580007	2580183	+	132.6	57
23328at81852	Complete	tig00000001	2270626	2271651	+	536.9	331
23435at81852	Complete	tig00000001	903740	902817	-	440.5	298
23437at81852	Complete	tig00000001	2506973	2507209	+	146.0	77
23446at81852	Complete	tig00000001	1561929	1564037	+	1083.0	601
23496at81852	Complete	tig00000001	712888	711884	-	518.6	334
23508at81852	Complete	tig00000001	1669695	1668412	-	655.0	423
23539at81852	Complete	tig00000001	2138145	2140337	+	1161.9	735
23592at81852	Complete	tig00000001	2150255	2150962	+	370.4	213
23638at81852	Complete	tig00000001	985903	985535	-	220.3	121
23640at81852	Complete	tig00000001	230173	232353	+	1340.7	717
23642at81852	Complete	tig00000001	92147	92971	+	329.7	235
23683at81852	Complete	tig00000001	2488398	2489018	+	319.1	195
23695at81852	Complete	tig00000001	2518175	2518405	+	122.0	75
23705at81852	Duplicated	tig00000001	1063228	1064238	+	423.6	294
23705at81852	Duplicated	tig00000001	1958525	1959436	+	382.3	290
23766at81852	Complete	tig00000001	2459109	2459657	+	238.7	180
23767at81852	Complete	tig00000001	1418457	1417699	-	347.0	231
23782at81852	Complete	tig00000001	2128877	2130214	+	743.1	438
23783at81852	Complete	tig00000001	860039	860842	+	326.2	262
23850at81852	Complete	tig00000001	1233245	1232322	-	328.3	277
23901at81852	Complete	tig00000001	1469659	1470792	+	643.1	376
23911at81852	Fragmented	tig00000001	247504	248370	+	459.5	286
23929at81852	Complete	tig00000001	2127058	2127483	+	244.2	139
23982at81852	Complete	tig00000001	2511987	2512202	+	137.6	69
24014at81852	Complete	tig00000001	797756	794442	-	1614.0	1083
24041at81852	Complete	tig00000001	1510920	1508251	-	1431.9	857
24050at81852	Complete	tig00000001	2135789	2136157	+	158.0	122
24152at81852	Complete	tig00000001	656083	655226	-	331.1	272
24264at81852	Complete	tig00000001	2351728	2352405	+	249.9	191
24393at81852	Complete	tig00000001	2143829	2145049	+	390.3	333
24402at81852	Complete	tig00000001	2551132	2551572	+	219.9	138
24442at81852	Complete	tig00000001	1017306	1016308	-	260.0	301
24572at81852	Complete	tig00000001	542090	539817	-	723.8	723
24581at81852	Complete	tig00000001	89570	91054	+	835.0	491
27403at81852	Complete	tig00000001	1369015	1365362	-	2729.3	1214
27405at81852	Complete	tig00000001	1372711	1369094	-	2693.7	1202
27408at81852	Complete	tig00000001	1188501	1184980	-	2131.0	1165
27414at81852	Complete	tig00000001	2151224	2154022	+	1924.4	927
27415at81852	Complete	tig00000001	2381003	2383648	+	1884.2	878
27422at81852	Complete	tig00000001	1525880	1529461	+	1764.7	1188
27424at81852	Complete	tig00000001	2528418	2530952	+	1741.4	836
27434at81852	Complete	tig00000001	1631986	1634583	+	1744.2	862
27440at81852	Complete	tig00000001	974072	976231	+	1529.4	719
27449at81852	Complete	tig00000001	1395625	1393133	-	1504.6	821
27459at81852	Complete	tig00000001	1919360	1921330	+	1213.6	653
27462at81852	Complete	tig00000001	481560	479263	-	1129.8	750
27463at81852	Complete	tig00000001	145963	147957	+	1349.6	660
27465at81852	Complete	tig00000001	1513829	1515865	+	1264.3	675
27467at81852	Complete	tig00000001	1067955	1065235	-	759.7	825
27468at81852	Complete	tig00000001	1415436	1413535	-	1300.3	631
27469at81852	Complete	tig00000001	807510	805357	-	1066.3	708
27484at81852	Complete	tig00000001	120746	123052	+	1471.5	825
27490at81852	Complete	tig00000001	813480	815759	+	865.1	703
27496at81852	Complete	tig00000001	139376	141205	+	1323.7	606
27514at81852	Complete	tig00000001	846042	844462	-	1109.9	524
27527at81852	Complete	tig00000001	793238	791454	-	1107.0	582
27535at81852	Complete	tig00000001	2337415	2339094	+	1089.6	559
27538at81852	Complete	tig00000001	701766	699925	-	931.4	604
27540at81852	Complete	tig00000001	460531	462912	+	1199.3	754
27544at81852	Complete	tig00000001	1935747	1937138	+	990.5	461
27546at81852	Complete	tig00000001	953288	951663	-	1103.8	539
27553at81852	Complete	tig00000001	789355	787934	-	1011.2	473
27555at81852	Complete	tig00000001	2215172	2216644	+	1002.5	486
27571at81852	Complete	tig00000001	559997	558591	-	921.3	466
27584at81852	Complete	tig00000001	1433306	1434673	+	890.8	454
27586at81852	Complete	tig00000001	1579328	1577736	-	930.7	520
27628at81852	Complete	tig00000001	1727693	1729189	+	977.6	498
27641at81852	Complete	tig00000001	1420421	1421755	+	806.5	443
27643at81852	Complete	tig00000001	1628376	1629521	+	857.3	380
27647at81852	Complete	tig00000001	2375136	2376857	+	930.1	571
27649at81852	Complete	tig00000001	1932767	1934053	+	745.0	419
27654at81852	Complete	tig00000001	649979	648579	-	893.9	464
27675at81852	Complete	tig00000001	233763	235097	+	884.8	442
27689at81852	Complete	tig00000001	486170	484857	-	887.9	437
27696at81852	Complete	tig00000001	1205244	1203886	-	747.7	446
27702at81852	Complete	tig00000001	183849	185780	+	1160.4	625
27707at81852	Complete	tig00000001	1228485	1226929	-	1011.0	515
27715at81852	Complete	tig00000001	1491672	1492967	+	852.4	431
27732at81852	Complete	tig00000001	1235270	1233984	-	750.9	428
27748at81852	Complete	tig00000001	141356	142522	+	767.6	386
27750at81852	Complete	tig00000001	110679	111947	+	692.0	418
27757at81852	Complete	tig00000001	435086	433803	-	755.6	421
27758at81852	Complete	tig00000001	1190575	1191975	+	611.7	443
27765at81852	Complete	tig00000001	830111	828876	-	772.3	411
27785at81852	Complete	tig00000001	1912837	1913958	+	802.6	372
27806at81852	Complete	tig00000001	718015	719169	+	632.4	387
27810at81852	Complete	tig00000001	2383958	2385271	+	702.1	430
27811at81852	Complete	tig00000001	1623004	1624035	+	707.3	343
27821at81852	Complete	tig00000001	2495649	2496839	+	788.8	395
27833at81852	Complete	tig00000001	1926915	1928102	+	700.8	388
27838at81852	Complete	tig00000001	1216687	1215716	-	695.0	322
27840at81852	Complete	tig00000001	431560	430484	-	742.6	358
27845at81852	Missing
27849at81852	Complete	tig00000001	206557	207579	+	651.7	338
27851at81852	Complete	tig00000001	118935	120110	+	757.4	385
27861at81852	Complete	tig00000001	902741	901602	-	574.9	369
27867at81852	Complete	tig00000001	2589207	2590124	+	659.5	296
27869at81852	Complete	tig00000001	851524	850346	-	590.3	362
27888at81852	Complete	tig00000001	2525488	2526801	+	524.0	391
27905at81852	Complete	tig00000001	2397123	2398352	+	711.1	407
27916at81852	Complete	tig00000001	2136779	2137738	+	616.9	314
27917at81852	Complete	tig00000001	1604600	1606012	+	701.4	457
27948at81852	Complete	tig00000001	820200	819049	-	564.7	379
27950at81852	Complete	tig00000001	1069172	1067952	-	452.1	385
27978at81852	Complete	tig00000001	1245690	1244533	-	677.3	365
27980at81852	Complete	tig00000001	1229945	1228896	-	711.1	347
27990at81852	Complete	tig00000001	2140363	2141325	+	580.0	320
27999at81852	Complete	tig00000001	12394	13572	+	640.9	387
28001at81852	Complete	tig00000001	413368	412205	-	451.5	313
28003at81852	Complete	tig00000001	836123	835236	-	543.9	287
28021at81852	Complete	tig00000001	1200902	1200003	-	503.5	288
28028at81852	Complete	tig00000001	1423541	1424665	+	645.1	371
28035at81852	Complete	tig00000001	2123821	2124735	+	626.8	302
28038at81852	Complete	tig00000001	2029614	2028862	-	446.8	249
28039at81852	Complete	tig00000001	153181	154065	+	573.0	294
28052at81852	Complete	tig00000001	1608341	1609462	+	599.7	373
28127at81852	Complete	tig00000001	1412578	1411811	-	502.0	253
28138at81852	Complete	tig00000001	207612	208676	+	575.0	351
28142at81852	Complete	tig00000001	1577723	1576983	-	486.0	243
28144at81852	Complete	tig00000001	2514939	2515841	+	568.3	298
28150at81852	Complete	tig00000001	1055610	1054561	-	317.6	324
28164at81852	Complete	tig00000001	2373512	2374351	+	422.3	278
28171at81852	Complete	tig00000001	1061409	1060198	-	533.4	403
28177at81852	Complete	tig00000001	1223170	1222325	-	499.2	281
28188at81852	Complete	tig00000001	662356	661460	-	404.0	275
28189at81852	Complete	tig00000001	2090750	2091688	+	442.3	298
28203at81852	Complete	tig00000001	2131344	2132162	+	477.3	269
28204at81852	Complete	tig00000001	2030720	2031655	+	558.6	299
28205at81852	Complete	tig00000001	2247806	2248831	+	486.0	326
28223at81852	Complete	tig00000001	1392912	1391989	-	524.3	305
28228at81852	Complete	tig00000001	1646909	1645845	-	538.8	345
28237at81852	Complete	tig00000001	2396204	2397121	+	504.5	302
28238at81852	Complete	tig00000001	1181971	1180517	-	528.6	430
28242at81852	Complete	tig00000001	821157	820417	-	407.6	242
28251at81852	Complete	tig00000001	1033049	1032174	-	522.9	290
28257at81852	Complete	tig00000001	1648981	1648004	-	539.6	322
28262at81852	Complete	tig00000001	830867	830130	-	419.3	243
28272at81852	Complete	tig00000001	1226044	1226850	+	319.0	265
28278at81852	Complete	tig00000001	1402841	1403530	+	470.8	228
28280at81852	Complete	tig00000001	2385969	2386661	+	330.5	221
28283at81852	Complete	tig00000001	2274304	2274933	+	452.6	209
28301at81852	Complete	tig00000001	533700	534533	+	501.5	275
28309at81852	Complete	tig00000001	2091724	2092548	+	472.4	265
28314at81852	Complete	tig00000001	494581	495501	+	449.2	297
28344at81852	Complete	tig00000001	1203873	1203133	-	387.7	244
28351at81852	Complete	tig00000001	442763	441615	-	408.2	312
28361at81852	Complete	tig00000001	2269593	2270432	+	443.4	276
28374at81852	Complete	tig00000001	2588011	2588823	+	426.8	252
28419at81852	Complete	tig00000001	1059142	1058480	-	419.6	214
28426at81852	Complete	tig00000001	1199990	1199340	-	382.3	215
28434at81852	Complete	tig00000001	850252	849719	-	382.6	177
28441at81852	Complete	tig00000001	2260521	2259823	-	422.9	223
28456at81852	Complete	tig00000001	1525174	1525860	+	426.6	227
28459at81852	Complete	tig00000001	2130445	2131335	+	406.6	285
28465at81852	Complete	tig00000001	1419293	1418475	-	524.6	272
28488at81852	Complete	tig00000001	1180517	1179972	-	346.1	180
28507at81852	Complete	tig00000001	1006772	1007413	+	366.8	210
28509at81852	Complete	tig00000001	235882	236565	+	313.1	223
28531at81852	Complete	tig00000001	1199339	1198701	-	325.6	211
28533at81852	Complete	tig00000001	691221	690652	-	269.7	184
28535at81852	Complete	tig00000001	663488	664141	+	359.5	214
28537at81852	Complete	tig00000001	532155	532781	+	357.8	205
28546at81852	Complete	tig00000001	1897921	1897259	-	292.8	209
28551at81852	Complete	tig00000001	1006663	1005797	-	434.7	277
28555at81852	Complete	tig00000001	1220466	1219642	-	487.0	272
28563at81852	Complete	tig00000001	2043109	2042372	-	290.6	229
28580at81852	Complete	tig00000001	599782	599165	-	322.8	195
28585at81852	Complete	tig00000001	2621029	2621793	+	390.0	251
28595at81852	Complete	tig00000001	1409523	1408828	-	330.3	228
28598at81852	Complete	tig00000001	684204	683173	-	327.1	332
28614at81852	Complete	tig00000001	1198546	1197692	-	474.8	283
28629at81852	Complete	tig00000001	2042375	2041824	-	303.8	177
28648at81852	Complete	tig00000001	2023028	2022513	-	281.3	163
28656at81852	Complete	tig00000001	83450	84148	+	279.8	211
28666at81852	Complete	tig00000001	118439	118912	+	293.7	155
28667at81852	Complete	tig00000001	1018185	1017532	-	280.3	221
28670at81852	Complete	tig00000001	2487722	2486892	-	350.2	250
28677at81852	Complete	tig00000001	2510449	2510913	+	302.4	152
28679at81852	Complete	tig00000001	1595434	1596063	+	419.8	207
28698at81852	Complete	tig00000001	546302	545742	-	307.2	183
28702at81852	Complete	tig00000001	592255	591674	-	338.4	190
28730at81852	Complete	tig00000001	2089748	2090392	+	382.9	212
28746at81852	Complete	tig00000001	1649918	1648974	-	424.6	306
28751at81852	Complete	tig00000001	2512804	2513346	+	274.9	179
28752at81852	Complete	tig00000001	1667749	1668354	+	347.5	199
28771at81852	Complete	tig00000001	1477451	1477864	+	300.6	137
28780at81852	Complete	tig00000001	1898149	1898712	+	313.9	185
28787at81852	Complete	tig00000001	1935272	1935742	+	265.4	150
28796at81852	Complete	tig00000001	1239387	1238857	-	312.8	172
28813at81852	Complete	tig00000001	2246728	2247597	+	269.1	254
28814at81852	Complete	tig00000001	2422339	2422770	+	276.8	138
28822at81852	Complete	tig00000001	240181	240810	+	286.6	194
28885at81852	Complete	tig00000001	2025985	2026458	+	222.5	148
28893at81852	Complete	tig00000001	1534282	1533830	-	185.9	143
28923at81852	Complete	tig00000001	689600	688989	-	293.9	193
28954at81852	Complete	tig00000001	2236785	2237219	+	195.4	140
29003at81852	Complete	tig00000001	1376290	1377258	+	429.8	316
29011at81852	Complete	tig00000001	2526798	2527517	+	243.0	224
29020at81852	Complete	tig00000001	1918948	1919325	+	187.0	117
29032at81852	Complete	tig00000001	1666622	1666942	+	183.6	103
29033at81852	Complete	tig00000001	123079	123426	+	212.9	115
29034at81852	Complete	tig00000001	2517284	2517706	+	244.2	137
29035at81852	Complete	tig00000001	2633633	2634136	+	214.7	155
29036at81852	Complete	tig00000001	437246	436782	-	222.6	149
29038at81852	Complete	tig00000001	441085	440654	-	130.4	128
29046at81852	Complete	tig00000001	2579417	2579845	+	242.6	138
29049at81852	Complete	tig00000001	1152317	1152973	+	261.3	207
29053at81852	Complete	tig00000001	2357606	2357986	+	204.6	121
29067at81852	Fragmented	tig00000001	821421	821161	-	147.6	85
29070at81852	Complete	tig00000001	1653686	1654045	+	247.8	119
29096at81852	Complete	tig00000001	2512293	2512817	+	246.3	170
29121at81852	Complete	tig00000001	1183023	1182598	-	164.7	129
29128at81852	Complete	tig00000001	2148502	2149101	+	183.1	169
29132at81852	Complete	tig00000001	1029666	1029950	+	159.2	87
29160at81852	Complete	tig00000001	1209647	1209342	-	170.0	98
29186at81852	Complete	tig00000001	1665052	1664699	-	155.3	104
29204at81852	Complete	tig00000001	843515	843835	+	144.4	98
29220at81852	Complete	tig00000001	558429	558154	-	149.6	89
29228at81852	Complete	tig00000001	835150	834920	-	140.4	76
29239at81852	Complete	tig00000001	1102124	1101783	-	176.3	111
29247at81852	Complete	tig00000001	553237	552935	-	147.9	94
29259at81852	Complete	tig00000001	681717	681082	-	192.8	213
29277at81852	Complete	tig00000001	1197688	1197179	-	210.4	166
29288at81852	Complete	tig00000001	1430222	1430458	+	171.1	78
29323at81852	Complete	tig00000001	832127	831903	-	133.7	73
29338at81852	Complete	tig00000001	858931	858461	-	158.1	126
29407at81852	Complete	tig00000001	1482703	1483332	+	446.1	209
29466at81852	Complete	tig00000001	2130219	2130443	+	122.4	73
29468at81852	Complete	tig00000001	1629618	1629998	+	159.7	104
29492at81852	Complete	tig00000001	797987	798172	+	92.2	56
29504at81852	Complete	tig00000001	84169	84381	+	129.5	67
29541at81852	Complete	tig00000001	424817	424188	-	393.3	206
29558at81852	Complete	tig00000001	2134589	2134473	-	69.4	37
29684at81852	Complete	tig00000001	993043	992873	-	109.0	56
29698at81852	Complete	tig00000001	2563927	2564151	+	148.4	73
